"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Age Groups"	"Age Groups Code"	"Year"	"Year Code"	Count
	"Liver"	"21071"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2019"	"2019"	19
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2001"	"2001"	17
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2002"	"2002"	16
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2003"	"2003"	16
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2004"	"2004"	24
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2005"	"2005"	20
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2006"	"2006"	35
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2007"	"2007"	38
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2008"	"2008"	38
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2009"	"2009"	57
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2010"	"2010"	44
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2011"	"2011"	47
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2012"	"2012"	73
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2013"	"2013"	71
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2014"	"2014"	56
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2015"	"2015"	68
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2016"	"2016"	48
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2017"	"2017"	57
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2018"	"2018"	39
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2019"	"2019"	42
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2020"	"2020"	29
	"Liver"	"21071"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2021"	"2021"	34
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2001"	"2001"	20
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2003"	"2003"	23
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2004"	"2004"	19
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2005"	"2005"	22
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2006"	"2006"	34
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2007"	"2007"	22
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2008"	"2008"	23
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2009"	"2009"	41
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2010"	"2010"	29
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2011"	"2011"	34
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2012"	"2012"	73
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2013"	"2013"	83
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2014"	"2014"	86
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2015"	"2015"	88
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2016"	"2016"	107
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2017"	"2017"	73
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2018"	"2018"	74
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2019"	"2019"	78
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2020"	"2020"	58
	"Liver"	"21071"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2021"	"2021"	58
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2000"	"2000"	17
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2002"	"2002"	17
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2003"	"2003"	23
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2004"	"2004"	19
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2005"	"2005"	20
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2006"	"2006"	20
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2007"	"2007"	21
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2008"	"2008"	29
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2009"	"2009"	21
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2010"	"2010"	33
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2011"	"2011"	22
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2012"	"2012"	30
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2013"	"2013"	57
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2014"	"2014"	49
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2015"	"2015"	64
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2016"	"2016"	75
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2017"	"2017"	94
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2018"	"2018"	74
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2019"	"2019"	86
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2020"	"2020"	87
	"Liver"	"21071"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2021"	"2021"	96
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"1999"	"1999"	22
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2000"	"2000"	16
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2001"	"2001"	20
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2002"	"2002"	19
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2003"	"2003"	17
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2004"	"2004"	24
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2005"	"2005"	18
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2006"	"2006"	19
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2007"	"2007"	21
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2008"	"2008"	24
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2009"	"2009"	16
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2010"	"2010"	25
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2011"	"2011"	22
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2012"	"2012"	34
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2013"	"2013"	34
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2014"	"2014"	43
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2015"	"2015"	45
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2016"	"2016"	53
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2017"	"2017"	56
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2018"	"2018"	47
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2019"	"2019"	65
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2020"	"2020"	63
	"Liver"	"21071"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2021"	"2021"	63
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"1999"	"1999"	17
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2000"	"2000"	21
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2001"	"2001"	31
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2002"	"2002"	26
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2003"	"2003"	21
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2005"	"2005"	19
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2006"	"2006"	22
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2007"	"2007"	20
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2008"	"2008"	24
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2009"	"2009"	25
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2010"	"2010"	22
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2011"	"2011"	18
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2012"	"2012"	31
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2013"	"2013"	38
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2014"	"2014"	35
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2015"	"2015"	36
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2016"	"2016"	42
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2017"	"2017"	51
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2018"	"2018"	44
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2019"	"2019"	53
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2020"	"2020"	51
	"Liver"	"21071"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2021"	"2021"	50
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2004"	"2004"	18
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2007"	"2007"	19
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2008"	"2008"	21
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2009"	"2009"	23
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2011"	"2011"	21
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2012"	"2012"	19
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2013"	"2013"	26
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2014"	"2014"	23
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2015"	"2015"	33
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2016"	"2016"	24
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2017"	"2017"	38
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2018"	"2018"	24
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2019"	"2019"	32
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2020"	"2020"	28
	"Liver"	"21071"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2021"	"2021"	30
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2009"	"2009"	18
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2011"	"2011"	17
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2012"	"2012"	20
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2013"	"2013"	19
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2015"	"2015"	30
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2016"	"2016"	30
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2017"	"2017"	24
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2018"	"2018"	23
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2019"	"2019"	35
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2020"	"2020"	22
	"Liver"	"21071"	"Minnesota"	"27"	"85+ years"	"85+"	"2021"	"2021"	29
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"1999"	"1999"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2000"	"2000"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2001"	"2001"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2002"	"2002"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2003"	"2003"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2004"	"2004"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2005"	"2005"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2006"	"2006"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2007"	"2007"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2008"	"2008"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2009"	"2009"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2010"	"2010"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2011"	"2011"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2012"	"2012"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2013"	"2013"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2014"	"2014"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2015"	"2015"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2016"	"2016"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2017"	"2017"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2018"	"2018"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2019"	"2019"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2020"	"2020"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"< 1 year"	"1"	"2021"	"2021"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"1999"	"1999"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2000"	"2000"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2001"	"2001"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2002"	"2002"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2003"	"2003"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2004"	"2004"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2005"	"2005"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2006"	"2006"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2007"	"2007"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2008"	"2008"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2009"	"2009"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2010"	"2010"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2011"	"2011"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2012"	"2012"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2013"	"2013"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2014"	"2014"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2015"	"2015"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2016"	"2016"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2017"	"2017"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2018"	"2018"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2019"	"2019"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2020"	"2020"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2021"	"2021"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"1999"	"1999"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2000"	"2000"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2001"	"2001"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2002"	"2002"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2003"	"2003"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2004"	"2004"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2005"	"2005"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2006"	"2006"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2007"	"2007"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2008"	"2008"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2009"	"2009"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2010"	"2010"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2011"	"2011"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2012"	"2012"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2013"	"2013"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2014"	"2014"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2015"	"2015"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2016"	"2016"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2017"	"2017"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2018"	"2018"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2019"	"2019"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2020"	"2020"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2021"	"2021"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"1999"	"1999"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2000"	"2000"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2001"	"2001"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2002"	"2002"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2003"	"2003"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2004"	"2004"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2005"	"2005"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2006"	"2006"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2007"	"2007"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2008"	"2008"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2009"	"2009"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2010"	"2010"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2011"	"2011"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2012"	"2012"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2013"	"2013"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2014"	"2014"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2015"	"2015"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2016"	"2016"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2017"	"2017"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2018"	"2018"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2019"	"2019"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2020"	"2020"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2021"	"2021"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2000"	"2000"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2001"	"2001"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2002"	"2002"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2003"	"2003"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2004"	"2004"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2005"	"2005"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2006"	"2006"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2007"	"2007"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2008"	"2008"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2009"	"2009"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2010"	"2010"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2011"	"2011"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2012"	"2012"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2013"	"2013"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2015"	"2015"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2016"	"2016"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2017"	"2017"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2018"	"2018"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2019"	"2019"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2020"	"2020"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2021"	"2021"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"20-24 years"	"20-24"	"1999"	"1999"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2000"	"2000"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2001"	"2001"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2002"	"2002"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2003"	"2003"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2004"	"2004"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2005"	"2005"	0
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2006"	"2006"	0
